query_id,src,dst,label
39,49,3722,0
39,49,5821,0
39,49,3259,0
39,49,4000,1
40,6778,4289,1
40,6778,645,0
40,6778,5030,0
40,6778,3181,0
40,6778,5651,0
40,6778,633,0
41,2673,2298,0
41,2673,2677,0
41,2673,5674,0
41,2673,1063,0
41,2673,7484,1
41,2673,2601,0
42,7237,2452,1
42,7237,6522,0
42,7237,838,0
42,7237,7049,0
42,7237,6327,0
42,7237,2603,0
43,469,5213,0
43,469,5038,0
43,469,5372,0
43,469,5111,1
43,469,112,0
43,469,4443,0
44,6695,2737,0
44,6695,5515,0
44,6695,3700,0
44,6695,4097,0
44,6695,7600,0
44,6695,113,1
45,285,5997,0
45,285,4714,0
45,285,7386,0
45,285,1121,0
45,285,1180,1
45,285,7308,0
46,4431,6258,0
46,4431,5261,0
46,4431,3047,0
46,4431,396,1
46,4431,5221,0
46,4431,200,0
47,6891,5502,0
47,6891,5023,0
47,6891,1975,0
47,6891,7190,0
47,6891,6293,0
47,6891,2373,1
48,4122,854,1
48,4122,6317,0
48,4122,6275,0
48,4122,6700,0
48,4122,5112,0
48,4122,3070,0
49,3653,5569,0
49,3653,6712,1
49,3653,877,0
49,3653,5116,0
49,3653,4925,0
49,3653,6332,0
50,279,339,0
50,279,2727,0
50,279,4745,0
50,279,659,1
50,279,7587,0
50,279,6580,0
51,7352,5484,0
51,7352,5541,0
51,7352,4808,0
51,7352,95,1
51,7352,1477,0
51,7352,404,0
52,4338,1038,0
52,4338,5715,1
52,4338,7027,0
52,4338,3675,0
52,4338,6375,0
52,4338,5098,0
53,5277,5724,0
53,5277,1515,0
53,5277,3428,0
53,5277,1635,1
53,5277,3392,0
53,5277,3559,0
54,2376,6897,0
54,2376,2410,0
54,2376,5279,0
54,2376,1114,0
54,2376,6476,0
54,2376,5580,1
55,2902,56,1
55,2902,4153,0
55,2902,5420,0
55,2902,2566,0
55,2902,3366,0
55,2902,5723,0
56,6712,1530,0
56,6712,1401,0
56,6712,4418,0
56,6712,2488,0
56,6712,4180,1
56,6712,1504,0
57,6519,4829,0
57,6519,439,0
57,6519,5261,0
57,6519,2626,0
57,6519,5280,0
57,6519,4999,1
58,612,2255,0
58,612,5725,1
58,612,2760,0
58,612,6271,0
58,612,4463,0
58,612,3039,0
59,470,2284,0
59,470,4050,0
59,470,6710,0
59,470,3341,1
59,470,1916,0
59,470,7071,0
60,343,4976,0
60,343,3416,0
60,343,7278,0
60,343,7103,0
60,343,3801,0
60,343,907,1
61,2550,6554,0
61,2550,6949,0
61,2550,4593,0
61,2550,1639,0
61,2550,3430,1
61,2550,246,0
62,2624,6300,0
62,2624,4782,0
62,2624,899,1
62,2624,6778,0
62,2624,3191,0
62,2624,7176,0
63,5308,5909,0
63,5308,6611,0
63,5308,5946,0
63,5308,4558,0
63,5308,3411,0
63,5308,1833,1
64,1381,4448,0
64,1381,2980,0
64,1381,6162,0
64,1381,6090,0
64,1381,4759,1
64,1381,6877,0
65,3038,797,0
65,3038,7187,0
65,3038,7200,1
65,3038,4793,0
65,3038,830,0
65,3038,3868,0
66,1228,6785,0
66,1228,4381,1
66,1228,6850,0
66,1228,6042,0
66,1228,6588,0
66,1228,5494,0
67,4900,867,1
67,4900,525,0
67,4900,1876,0
67,4900,1852,0
67,4900,7488,0
67,4900,1113,0
68,3509,7178,0
68,3509,691,0
68,3509,6769,0
68,3509,437,0
68,3509,492,0
68,3509,3462,1
69,1082,2381,1
69,1082,148,0
69,1082,6908,0
69,1082,2453,0
69,1082,4252,0
69,1082,5923,0
70,415,405,0
70,415,7364,0
70,415,490,0
70,415,1919,0
70,415,6022,1
70,415,2793,0
71,3103,2235,0
71,3103,5147,0
71,3103,3506,0
71,3103,6446,1
71,3103,4923,0
71,3103,6930,0
72,3005,4267,0
72,3005,6550,0
72,3005,4723,0
72,3005,5578,0
72,3005,4405,0
72,3005,3920,1
73,4525,2935,1
73,4525,234,0
73,4525,5411,0
73,4525,7285,0
73,4525,6568,0
73,4525,2931,0
74,368,4745,0
74,368,4579,0
74,368,1705,1
74,368,789,0
74,368,4313,0
74,368,7186,0
75,2056,4623,0
75,2056,521,1
75,2056,4529,0
75,2056,1878,0
75,2056,1485,0
75,2056,4093,0
76,1159,6404,1
76,1159,5399,0
76,1159,7214,0
76,1159,4449,0
76,1159,5286,0
76,1159,1862,0
77,244,7176,0
77,244,3405,1
77,244,1896,0
77,244,3497,0
77,244,4206,0
77,244,1015,0
78,6329,407,0
78,6329,4635,0
78,6329,4704,1
78,6329,7100,0
78,6329,6483,0
78,6329,4266,0
79,6597,6094,0
79,6597,4955,0
79,6597,2591,1
79,6597,6524,0
79,6597,7020,0
79,6597,1515,0
80,4952,6785,0
80,4952,4501,0
80,4952,397,0
80,4952,6383,1
80,4952,5196,0
80,4952,4779,0
81,4850,418,1
81,4850,1046,0
81,4850,6711,0
81,4850,2878,0
81,4850,172,0
81,4850,3409,0
82,2083,1244,0
82,2083,3141,0
82,2083,802,0
82,2083,3743,0
82,2083,2326,1
82,2083,6640,0
83,4319,539,0
83,4319,2756,0
83,4319,4323,1
83,4319,3613,0
83,4319,5172,0
83,4319,6090,0
84,6914,6570,0
84,6914,847,0
84,6914,5934,0
84,6914,515,0
84,6914,4316,0
84,6914,2296,1
85,6514,2887,1
85,6514,539,0
85,6514,4322,0
85,6514,5521,0
85,6514,5501,0
85,6514,5379,0
86,7481,2356,0
86,7481,6101,1
86,7481,283,0
86,7481,6000,0
86,7481,3861,0
86,7481,7383,0
87,3880,1278,0
87,3880,3666,1
87,3880,5151,0
87,3880,3772,0
87,3880,4986,0
87,3880,2546,0
88,1300,7208,0
88,1300,6123,0
88,1300,4684,0
88,1300,227,0
88,1300,3848,0
88,1300,2524,1
89,568,2765,0
89,568,2485,0
89,568,4434,0
89,568,1342,0
89,568,2980,1
89,568,2813,0
90,2089,4173,0
90,2089,3994,0
90,2089,5562,0
90,2089,2231,1
90,2089,5610,0
90,2089,1636,0
91,1973,4440,0
91,1973,4316,0
91,1973,5923,0
91,1973,5207,1
91,1973,7460,0
91,1973,5690,0
92,3747,1469,0
92,3747,6544,0
92,3747,83,0
92,3747,4033,0
92,3747,7123,1
92,3747,6461,0
93,6431,1155,0
93,6431,3039,1
93,6431,7355,0
93,6431,7322,0
93,6431,4445,0
93,6431,4312,0
94,2854,7107,0
94,2854,1556,0
94,2854,3240,1
94,2854,6703,0
94,2854,6251,0
94,2854,3650,0
95,2524,1990,0
95,2524,3852,1
95,2524,4492,0
95,2524,297,0
95,2524,2258,0
95,2524,7578,0
96,2194,2787,0
96,2194,6908,0
96,2194,3541,0
96,2194,3864,0
96,2194,78,1
96,2194,5234,0
97,342,6029,0
97,342,4158,0
97,342,4627,1
97,342,6746,0
97,342,839,0
97,342,5566,0
98,44,3597,1
98,44,7603,0
98,44,7549,0
98,44,3813,0
98,44,631,0
98,44,735,0
99,2341,5105,0
99,2341,1801,1
99,2341,338,0
99,2341,5650,0
99,2341,2998,0
99,2341,4866,0
100,5061,4029,0
100,5061,4113,0
100,5061,159,0
100,5061,5481,1
100,5061,4122,0
100,5061,7551,0
101,4840,1806,0
101,4840,2451,0
101,4840,3751,0
101,4840,4978,0
101,4840,1878,1
101,4840,7172,0
102,7256,2311,0
102,7256,3563,0
102,7256,4657,1
102,7256,6272,0
102,7256,206,0
102,7256,3747,0
103,932,609,1
103,932,5500,0
103,932,831,0
103,932,1078,0
103,932,791,0
103,932,3628,0
104,7450,332,0
104,7450,7496,0
104,7450,831,0
104,7450,407,1
104,7450,5381,0
104,7450,251,0
105,6991,5835,0
105,6991,7008,0
105,6991,3314,0
105,6991,4391,0
105,6991,3776,0
105,6991,7489,1
106,4743,6925,0
106,4743,7109,0
106,4743,3283,0
106,4743,5725,1
106,4743,5,0
106,4743,7617,0
107,7296,6399,0
107,7296,1989,0
107,7296,503,0
107,7296,7205,0
107,7296,1738,1
107,7296,6503,0
108,6419,2689,0
108,6419,1761,0
108,6419,3989,0
108,6419,2560,0
108,6419,3206,0
108,6419,4676,1
109,4785,4667,0
109,4785,18,0
109,4785,4663,0
109,4785,1765,0
109,4785,2658,0
109,4785,2259,1
110,7579,2433,1
110,7579,7424,0
110,7579,7446,0
110,7579,5473,0
110,7579,228,0
110,7579,5689,0
111,2181,5289,0
111,2181,7600,1
111,2181,2193,0
111,2181,5076,0
111,2181,5513,0
111,2181,6929,0
112,6134,6438,0
112,6134,107,0
112,6134,7618,0
112,6134,1322,0
112,6134,890,0
112,6134,3128,1
113,6784,5781,0
113,6784,3771,0
113,6784,3117,1
113,6784,3929,0
113,6784,4037,0
113,6784,6170,0
114,7488,1571,1
114,7488,3888,0
114,7488,5777,0
114,7488,6365,0
114,7488,4867,0
114,7488,1107,0
115,2647,2482,0
115,2647,4944,0
115,2647,6158,0
115,2647,3408,1
115,2647,2508,0
115,2647,5161,0
116,5597,5676,0
116,5597,7498,1
116,5597,7001,0
116,5597,7445,0
116,5597,7353,0
116,5597,7556,0
117,4317,82,0
117,4317,4052,0
117,4317,398,1
117,4317,6570,0
117,4317,4564,0
117,4317,7577,0
118,5301,5586,1
118,5301,6622,0
118,5301,6861,0
118,5301,2289,0
118,5301,484,0
118,5301,4505,0
119,1786,5722,1
119,1786,382,0
119,1786,7317,0
119,1786,2465,0
119,1786,1454,0
119,1786,2556,0
120,846,6574,0
120,846,7468,1
120,846,1570,0
120,846,4865,0
120,846,2282,0
120,846,2385,0
121,2566,7127,0
121,2566,5116,0
121,2566,7083,0
121,2566,7074,1
121,2566,4697,0
121,2566,3197,0
122,2581,4937,1
122,2581,1417,0
122,2581,6397,0
122,2581,2765,0
122,2581,5024,0
122,2581,6436,0
123,6361,4460,0
123,6361,3240,1
123,6361,3619,0
123,6361,5251,0
123,6361,3238,0
123,6361,125,0
124,4039,1015,0
124,4039,6095,1
124,4039,4376,0
124,4039,88,0
124,4039,6820,0
124,4039,7564,0
125,7621,4935,1
125,7621,4113,0
125,7621,6810,0
125,7621,710,0
125,7621,3172,0
125,7621,4951,0
126,2844,6395,0
126,2844,6329,0
126,2844,2189,0
126,2844,3559,0
126,2844,6380,0
126,2844,6530,1
127,2892,3374,0
127,2892,3548,0
127,2892,5899,0
127,2892,2709,0
127,2892,3038,1
127,2892,2339,0
128,3103,1084,0
128,3103,6890,0
128,3103,1263,0
128,3103,2979,1
128,3103,7609,0
128,3103,2774,0
129,1027,296,0
129,1027,7491,0
129,1027,4018,0
129,1027,5721,1
129,1027,3840,0
129,1027,4681,0
130,3948,3594,1
130,3948,4215,0
130,3948,2119,0
130,3948,1878,0
130,3948,3258,0
130,3948,3089,0
131,7001,7285,0
131,7001,7141,1
131,7001,915,0
131,7001,7501,0
131,7001,1822,0
131,7001,6915,0
132,6442,1998,0
132,6442,5542,0
132,6442,809,0
132,6442,595,0
132,6442,3118,1
132,6442,6108,0
133,471,4516,0
133,471,4268,0
133,471,5943,0
133,471,4568,0
133,471,2624,0
133,471,4653,1
134,887,3581,0
134,887,3038,1
134,887,950,0
134,887,4721,0
134,887,5091,0
134,887,3841,0
135,1468,825,0
135,1468,4323,0
135,1468,1776,1
135,1468,2989,0
135,1468,2578,0
135,1468,5179,0
136,4895,2471,0
136,4895,3755,1
136,4895,3028,0
136,4895,1230,0
136,4895,5427,0
136,4895,5521,0
137,1725,5699,0
137,1725,5023,0
137,1725,798,1
137,1725,1532,0
137,1725,489,0
137,1725,7085,0
138,1117,5163,0
138,1117,3120,1
138,1117,1322,0
138,1117,7360,0
138,1117,5856,0
138,1117,2299,0
139,771,6884,1
139,771,3707,0
139,771,7041,0
139,771,7621,0
139,771,6096,0
139,771,4074,0
140,1742,5409,0
140,1742,546,0
140,1742,1779,0
140,1742,3696,0
140,1742,6825,1
140,1742,4585,0
141,6782,2818,0
141,6782,5954,0
141,6782,2776,0
141,6782,2140,0
141,6782,7073,0
141,6782,112,1
142,3664,5477,0
142,3664,869,0
142,3664,5255,0
142,3664,2615,1
142,3664,4372,0
142,3664,6061,0
143,6789,5717,1
143,6789,5013,0
143,6789,4965,0
143,6789,566,0
143,6789,679,0
143,6789,1763,0
144,7082,3260,0
144,7082,1203,0
144,7082,570,0
144,7082,7559,0
144,7082,524,1
144,7082,2179,0
145,1850,5124,0
145,1850,860,0
145,1850,3836,0
145,1850,302,0
145,1850,2154,1
145,1850,6249,0
146,3470,6898,0
146,3470,6005,0
146,3470,877,0
146,3470,938,1
146,3470,3107,0
146,3470,2894,0
147,416,106,0
147,416,6738,0
147,416,7595,0
147,416,2108,0
147,416,3948,1
147,416,862,0
148,7226,272,0
148,7226,1850,0
148,7226,6391,1
148,7226,5426,0
148,7226,3054,0
148,7226,4266,0
149,7224,2328,0
149,7224,3613,0
149,7224,4955,1
149,7224,7323,0
149,7224,6086,0
149,7224,6714,0
150,3565,7088,1
150,3565,7483,0
150,3565,3499,0
150,3565,2781,0
150,3565,2462,0
150,3565,1978,0
151,1529,3753,0
151,1529,3746,1
151,1529,1501,0
151,1529,1336,0
151,1529,4717,0
151,1529,6526,0
152,898,679,0
152,898,3828,0
152,898,6445,0
152,898,3842,0
152,898,4065,0
152,898,5454,1
153,6567,1835,0
153,6567,6123,0
153,6567,4707,0
153,6567,6595,0
153,6567,5273,0
153,6567,6339,1
154,3450,7401,1
154,3450,6041,0
154,3450,923,0
154,3450,6229,0
154,3450,2996,0
154,3450,6967,0
155,6378,3142,0
155,6378,6004,1
155,6378,4546,0
155,6378,4864,0
155,6378,4063,0
155,6378,38,0
156,5315,4228,0
156,5315,3361,0
156,5315,6444,0
156,5315,926,1
156,5315,241,0
156,5315,5016,0
157,2197,4908,0
157,2197,7224,0
157,2197,3568,0
157,2197,5212,1
157,2197,4063,0
157,2197,6186,0
158,7597,477,1
158,7597,4833,0
158,7597,6579,0
158,7597,1994,0
158,7597,6139,0
158,7597,6140,0
159,4032,7359,1
159,4032,3943,0
159,4032,1867,0
159,4032,4167,0
159,4032,6129,0
159,4032,5773,0
160,5890,1240,0
160,5890,7016,0
160,5890,5454,1
160,5890,5424,0
160,5890,475,0
160,5890,7285,0
161,5127,2602,0
161,5127,7199,1
161,5127,1724,0
161,5127,4041,0
161,5127,3949,0
161,5127,6707,0
162,2024,4579,0
162,2024,4714,0
162,2024,6933,0
162,2024,2240,0
162,2024,585,0
162,2024,6496,1
163,2744,3175,0
163,2744,5797,0
163,2744,6381,0
163,2744,2864,0
163,2744,2897,1
163,2744,3780,0
164,35,2654,0
164,35,2045,1
164,35,6048,0
164,35,3694,0
164,35,7554,0
164,35,3685,0
165,5245,2994,1
165,5245,1881,0
165,5245,127,0
165,5245,2848,0
165,5245,4904,0
165,5245,5713,0
166,7490,1103,0
166,7490,642,0
166,7490,1199,0
166,7490,6723,0
166,7490,6495,0
166,7490,4360,1
167,6466,1991,0
167,6466,3618,0
167,6466,6296,0
167,6466,5953,0
167,6466,660,1
167,6466,7288,0
168,219,4879,0
168,219,1374,0
168,219,2293,0
168,219,7352,1
168,219,1765,0
168,219,5642,0
169,7474,4568,0
169,7474,3346,1
169,7474,633,0
169,7474,6623,0
169,7474,7048,0
169,7474,2486,0
170,1250,6565,0
170,1250,2117,0
170,1250,3921,1
170,1250,1604,0
170,1250,6489,0
170,1250,2470,0
171,4453,3130,0
171,4453,4532,1
171,4453,5344,0
171,4453,316,0
171,4453,4017,0
171,4453,3841,0
172,985,6707,0
172,985,2745,1
172,985,2555,0
172,985,6182,0
172,985,5092,0
172,985,7510,0
173,3984,4616,0
173,3984,5724,0
173,3984,3705,1
173,3984,1194,0
173,3984,1503,0
173,3984,2556,0
174,1226,974,1
174,1226,1287,0
174,1226,5882,0
174,1226,2126,0
174,1226,1956,0
174,1226,3688,0
175,4888,5634,0
175,4888,5115,1
175,4888,4053,0
175,4888,3145,0
175,4888,1487,0
175,4888,1712,0
176,998,5178,1
176,998,2019,0
176,998,3993,0
176,998,6544,0
176,998,2115,0
176,998,5902,0
177,1119,2770,0
177,1119,6795,0
177,1119,5578,1
177,1119,3747,0
177,1119,4344,0
177,1119,6897,0
178,7314,6297,0
178,7314,2959,0
178,7314,5436,1
178,7314,2992,0
178,7314,4843,0
178,7314,6789,0
179,667,5242,0
179,667,6137,1
179,667,2668,0
179,667,1091,0
179,667,3812,0
179,667,874,0
180,7587,2699,0
180,7587,3512,0
180,7587,2233,0
180,7587,2331,0
180,7587,6724,1
180,7587,6644,0
181,6436,6837,0
181,6436,5198,0
181,6436,7053,0
181,6436,576,1
181,6436,3321,0
181,6436,7509,0
182,1665,647,1
182,1665,1260,0
182,1665,850,0
182,1665,2074,0
182,1665,7261,0
182,1665,698,0
183,5127,3649,1
183,5127,3053,0
183,5127,3179,0
183,5127,6686,0
183,5127,1295,0
183,5127,1493,0
184,7219,854,0
184,7219,5651,0
184,7219,5134,0
184,7219,3733,0
184,7219,4356,1
184,7219,2282,0
185,3910,4237,0
185,3910,6182,0
185,3910,2157,1
185,3910,1653,0
185,3910,3519,0
185,3910,1479,0
186,211,5679,0
186,211,2049,0
186,211,1905,0
186,211,3281,0
186,211,1665,1
186,211,4048,0
187,6797,278,0
187,6797,3269,0
187,6797,3919,0
187,6797,4118,1
187,6797,569,0
187,6797,4757,0
188,4298,3987,0
188,4298,5274,1
188,4298,5749,0
188,4298,5326,0
188,4298,6489,0
188,4298,6234,0
189,4716,524,1
189,4716,2810,0
189,4716,6973,0
189,4716,3373,0
189,4716,6380,0
189,4716,7217,0
190,3130,4649,0
190,3130,5359,0
190,3130,292,0
190,3130,2713,0
190,3130,5934,0
190,3130,6860,1
191,6120,6578,1
191,6120,1772,0
191,6120,4602,0
191,6120,4025,0
191,6120,1306,0
191,6120,4032,0
192,3006,770,0
192,3006,2523,1
192,3006,1616,0
192,3006,2376,0
192,3006,2926,0
192,3006,5440,0
193,4243,6286,0
193,4243,1242,0
193,4243,1794,0
193,4243,5729,0
193,4243,721,1
193,4243,6441,0
194,3853,5264,0
194,3853,374,0
194,3853,5360,0
194,3853,6765,0
194,3853,3679,1
194,3853,4126,0
195,3559,1744,0
195,3559,6214,0
195,3559,4452,0
195,3559,6712,1
195,3559,1412,0
195,3559,145,0
196,6883,4389,0
196,6883,5787,0
196,6883,778,0
196,6883,4550,1
196,6883,3324,0
196,6883,6504,0
197,1665,223,0
197,1665,3532,0
197,1665,1753,0
197,1665,4067,0
197,1665,2454,0
197,1665,6519,1
198,491,1246,0
198,491,4827,0
198,491,840,0
198,491,7535,0
198,491,175,1
198,491,7103,0
199,5065,5325,0
199,5065,4095,0
199,5065,1636,0
199,5065,2938,1
199,5065,647,0
199,5065,5319,0
200,5090,1740,0
200,5090,1006,1
200,5090,1940,0
200,5090,7304,0
200,5090,246,0
200,5090,239,0
201,2835,3334,0
201,2835,3124,0
201,2835,4180,1
201,2835,714,0
201,2835,5809,0
201,2835,520,0
202,7224,2113,0
202,7224,3056,0
202,7224,3914,0
202,7224,4138,0
202,7224,597,0
202,7224,4119,1
203,6068,3117,0
203,6068,2489,0
203,6068,6127,0
203,6068,1698,0
203,6068,241,0
203,6068,1836,1
204,6396,4268,0
204,6396,3185,0
204,6396,615,0
204,6396,7352,0
204,6396,2727,1
204,6396,5844,0
205,972,4166,0
205,972,5792,0
205,972,3156,0
205,972,164,1
205,972,7454,0
205,972,6650,0
206,5900,4258,0
206,5900,6455,0
206,5900,1220,0
206,5900,3871,0
206,5900,5748,0
206,5900,5309,1
207,2964,1363,0
207,2964,3724,1
207,2964,2558,0
207,2964,7519,0
207,2964,7615,0
207,2964,7068,0
208,1538,3762,0
208,1538,7106,0
208,1538,3345,0
208,1538,6744,0
208,1538,1887,1
208,1538,4164,0
209,3450,4125,1
209,3450,6407,0
209,3450,2525,0
209,3450,7237,0
209,3450,6767,0
209,3450,5978,0
210,2858,2060,0
210,2858,6832,0
210,2858,2246,0
210,2858,5769,1
210,2858,2355,0
210,2858,4052,0
211,5274,2926,1
211,5274,968,0
211,5274,3989,0
211,5274,887,0
211,5274,4025,0
211,5274,5947,0
212,7244,6622,1
212,7244,3599,0
212,7244,1441,0
212,7244,6704,0
212,7244,1793,0
212,7244,3573,0
213,2849,2151,1
213,2849,1850,0
213,2849,5458,0
213,2849,6672,0
213,2849,3818,0
213,2849,3063,0
214,2526,7361,0
214,2526,4587,0
214,2526,5533,0
214,2526,3450,1
214,2526,4722,0
214,2526,4515,0
215,1150,6216,0
215,1150,6934,0
215,1150,6701,0
215,1150,37,0
215,1150,2480,0
215,1150,6567,1
216,3530,1868,0
216,3530,1090,1
216,3530,3736,0
216,3530,2548,0
216,3530,6693,0
216,3530,5943,0
217,2483,3232,0
217,2483,1417,0
217,2483,462,0
217,2483,5132,1
217,2483,2363,0
217,2483,4920,0
218,2797,651,0
218,2797,2898,0
218,2797,6462,1
218,2797,95,0
218,2797,6459,0
218,2797,5661,0
219,1792,4060,0
219,1792,3796,0
219,1792,7427,0
219,1792,6741,0
219,1792,3896,0
219,1792,6412,1
220,4086,7284,0
220,4086,2503,0
220,4086,3197,0
220,4086,3597,1
220,4086,6702,0
220,4086,4125,0
221,2510,2129,0
221,2510,3768,1
221,2510,693,0
221,2510,2962,0
221,2510,3188,0
221,2510,1679,0
222,2510,6826,0
222,2510,1952,0
222,2510,5342,1
222,2510,3118,0
222,2510,5051,0
222,2510,209,0
223,6201,5512,0
223,6201,2693,0
223,6201,4869,0
223,6201,1557,0
223,6201,6151,0
223,6201,6155,1
224,1005,6983,1
224,1005,7545,0
224,1005,3243,0
224,1005,4378,0
224,1005,2149,0
224,1005,478,0
225,4786,2020,0
225,4786,3090,0
225,4786,3655,0
225,4786,1878,1
225,4786,7532,0
225,4786,4889,0
226,4754,4679,0
226,4754,1960,0
226,4754,1427,0
226,4754,6215,0
226,4754,4908,1
226,4754,5209,0
227,5274,4741,1
227,5274,3049,0
227,5274,1304,0
227,5274,6700,0
227,5274,6367,0
227,5274,5494,0
228,113,2920,0
228,113,6448,0
228,113,1421,0
228,113,2684,0
228,113,6639,1
228,113,3951,0
229,2183,4723,1
229,2183,4047,0
229,2183,4292,0
229,2183,4315,0
229,2183,7110,0
229,2183,7563,0
230,3530,3110,0
230,3530,5459,0
230,3530,7382,0
230,3530,4436,1
230,3530,7127,0
230,3530,6345,0
231,5759,6369,1
231,5759,4430,0
231,5759,6658,0
231,5759,3848,0
231,5759,6845,0
231,5759,1154,0
232,1402,2273,0
232,1402,7029,0
232,1402,1849,1
232,1402,1331,0
232,1402,7532,0
232,1402,4476,0
233,4723,2818,0
233,4723,7312,0
233,4723,998,1
233,4723,1516,0
233,4723,6155,0
233,4723,661,0
234,3360,2064,0
234,3360,4143,0
234,3360,1881,0
234,3360,4872,0
234,3360,2987,0
234,3360,1658,1
235,792,788,1
235,792,299,0
235,792,721,0
235,792,4810,0
235,792,1057,0
235,792,3563,0
236,875,5939,0
236,875,881,0
236,875,4754,0
236,875,1202,0
236,875,2158,1
236,875,4594,0
237,6845,3793,0
237,6845,7089,0
237,6845,7086,0
237,6845,5925,0
237,6845,2424,1
237,6845,4619,0
238,524,5905,0
238,524,704,0
238,524,591,0
238,524,1268,1
238,524,4626,0
238,524,3885,0
239,6644,5894,0
239,6644,6461,0
239,6644,5944,1
239,6644,6607,0
